1783,41,34707,2
1783,51,645,1
1783,51,33413,2
1783,52,646,1
1783,52,33414,2
1785,10,1816,1
1785,10,34584,2
1786,10,649,1
1786,10,33417,2
1787,10,650,1
1787,10,33418,2
1788,10,653,1
1788,10,33421,2
1788,51,654,1
1788,51,33422,2
1789,10,655,1
1789,10,33423,2
178A,10,558,1
178A,10,33326,2
178L,10,560,1
178L,10,33328,2
178L,22,562,1
178L,22,33330,2
178T,10,565,1
178T,10,33333,2
178Y,10,868,1
178Y,10,33636,2
179X,10,680,1
179X,10,33448,2
2001,10,710,1
2001,10,33478,2
2010,10,2104,1
2010,10,34872,2
2010,21,2126,1
2010,21,34894,2
2010,31,2105,1
2010,31,34873,2
2011,10,2136,1
2011,10,34904,2
209C,10,2103,1
209C,10,34871,2
2103,10,2102,1
2103,10,34870,2
2123,10,692,1
2123,10,33460,2
2127,10,693,1
2127,10,33461,2
2161,10,694,1
2161,10,33462,2
2171,10,695,1
2171,10,33463,2
2175,10,697,1
2175,10,33465,2
2175,31,1697,1
2175,31,34465,2
2182,10,700,1
2182,10,33468,2
271A,10,702,1
271A,10,33470,2
271A,51,703,1
271A,51,33471,2
271C,10,682,1
271C,10,33450,2
271F,10,683,1
271F,10,33451,2
271M,10,684,1
271M,10,33452,2
271P,10,704,1
271P,10,33472,2
272N,10,705,1
272N,10,33473,2
2740,10,1792,1
2740,10,34560,2
2740,41,1911,1
2740,41,34679,2
278A,10,706,1
278A,10,33474,2
297A,10,2133,1
297A,10,34901,2
351F,10,687,1
351F,10,33455,2
351F,41,1935,1
351F,41,34703,2
701A,10,689,1
701A,10,33457,2
701U,10,657,1
701U,10,33425,2
701U,21,2132,1
701U,21,34900,2
9002,10,870,1
9002,10,33638,2
9070,10,566,1
9070,10,33334,2
9166,10,707,1
9166,10,33475,2
9300,10,116,1
9300,10,32884,2
9354,10,708,1
9354,10,33476,2
967A,10,568,1
967A,10,33336,2
9701,10,569,1
9701,10,33337,2
971A,10,658,1
971A,10,33426,2
971C,10,571,1
971C,10,33339,2
971D,10,709,1
971D,10,33477,2
971M,10,612,1
971M,10,33380,2
971R,10,614,1
971R,10,33382,2
971R,21,615,1
971R,21,33383,2
971R,42,616,1
971R,42,33384,2
971R,51,617,1
971R,51,33385,2
971T,10,618,1
971T,10,33386,2
971V,10,619,1
971V,10,33387,2
971X,10,1695,1
971X,10,34463,2
971X,51,1696,1
971X,51,34464,2
1177,10,129,1
1177,10,32897,2
1177,31,1831,1
1177,31,34599,2
1177,42,130,1
1177,42,32898,2
1177,51,131,1
1177,51,32899,2
1178,10,132,1
1178,10,32900,2
1178,31,1812,1
1178,31,34580,2
1178,32,2009,1
1178,32,34777,2
1178,33,2010,1
1178,33,34778,2
1178,42,133,1
1178,42,32901,2
2004,10,892,1
2004,10,33660,2
2005,10,893,1
2005,10,33661,2
2006,10,895,1
2006,10,33663,2
2006,51,1517,1
2006,51,34285,2
2007,10,896,1
2007,10,33664,2
2007,21,1833,1
2007,21,34601,2
2008,10,897,1
2008,10,33665,2
2008,41,1525,1
2008,41,34293,2
2009,10,898,1
2009,10,33666,2
2016,10,902,1
2016,10,33670,2
2017,10,903,1
2017,10,33671,2
2018,10,904,1
2018,10,33672,2
2019,10,905,1
2019,10,33673,2
2021,10,906,1
2021,10,33674,2
2022,10,364,1
2022,10,33132,2
2022,51,365,1
2022,51,33133,2
2031,10,367,1
2031,10,33135,2
2041,10,204,1
2041,10,32972,2
2058,10,259,1
2058,10,33027,2
2059,10,260,1
2059,10,33028,2
2060,10,134,1
2060,10,32902,2
2076,10,368,1
2076,10,33136,2
2078,10,369,1
2078,10,33137,2
2079,10,370,1
2079,10,33138,2
2080,10,371,1
2080,10,33139,2
2080,21,1843,1
2080,21,34611,2
2088,10,372,1
2088,10,33140,2
208A,10,205,1
208A,10,32973,2
208V,10,207,1
208V,10,32975,2
208V,51,209,1
208V,51,32977,2
211R,10,373,1
211R,10,33141,2
211R,21,1847,1
211R,21,34615,2
211V,10,154,1
211V,10,32922,2
213C,10,907,1
213C,10,33675,2
213C,31,908,1
213C,31,33676,2
2201,10,909,1
2201,10,33677,2
2202,10,910,1
2202,10,33678,2
2203,10,911,1
2203,10,33679,2
233A,10,249,1
233A,10,33017,2
233C,10,155,1
233C,10,32923,2
234A,10,156,1
234A,10,32924,2
2363,10,135,1
2363,10,32903,2
242P,10,157,1
242P,10,32925,2
2435,10,210,1
2435,10,32978,2
2435,51,212,1
2435,51,32980,2
2451,10,213,1
2451,10,32981,2
2451,21,1581,1
2451,21,34349,2
2460,10,138,1
2460,10,32906,2
2463,10,139,1
2463,10,32907,2
2501,10,215,1
2501,10,32983,2
2501,21,216,1
2501,21,32984,2
2501,31,218,1
2501,31,32986,2
2522,10,140,1
2522,10,32908,2
2523,10,250,1
2523,10,33018,2
2523,21,251,1
2523,21,33019,2
253F,10,158,1
253F,10,32926,2
2551,10,141,1
2551,10,32909,2
2552,10,142,1
2552,10,32910,2
2552,32,143,1
2552,32,32911,2
2552,41,1717,1
2552,41,34485,2
2582,10,374,1
2582,10,33142,2
2582,21,1770,1
2582,21,34538,2
2583,10,375,1
2583,10,33143,2
2590,10,912,1
2590,10,33680,2
2590,21,2008,1
2590,21,34776,2
2626,10,376,1
2626,10,33144,2
2626,21,1550,1
2626,21,34318,2
2626,31,1754,1
2626,31,34522,2
2628,10,377,1
2628,10,33145,2
2628,22,1845,1
2628,22,34613,2
263C,10,252,1
263C,10,33020,2
263J,10,219,1
263J,10,32987,2
2666,10,378,1
2666,10,33146,2
2666,21,379,1
2666,21,33147,2
2666,32,381,1
2666,32,33149,2
2666,51,382,1
2666,51,33150,2
2678,10,383,1
2678,10,33151,2
2678,22,385,1
2678,22,33153,2
2678,31,386,1
2678,31,33154,2
2678,41,387,1
2678,41,33155,2
2678,51,388,1
2678,51,33156,2
2702,10,914,1
2702,10,33682,2
2702,21,1526,1
2702,21,34294,2
2703,10,915,1
2703,10,33683,2
2703,21,1527,1
2703,21,34295,2
2703,22,1809,1
2703,22,34577,2
2704,10,916,1
2704,10,33684,2
2705,10,917,1
2705,10,33685,2
2706,10,918,1
2706,10,33686,2
2707,10,919,1
2707,10,33687,2
2707,31,920,1
2707,31,33688,2
2708,10,921,1
2708,10,33689,2
2709,10,922,1
2709,10,33690,2
2709,31,923,1
2709,31,33691,2
2710,10,924,1
2710,10,33692,2
2710,31,1654,1
2710,31,34422,2
2711,10,925,1
2711,10,33693,2
2712,10,926,1
2712,10,33694,2
2713,10,220,1
2713,10,32988,2
2714,10,927,1
2714,10,33695,2
2715,10,928,1
2715,10,33696,2
2716,10,929,1
2716,10,33697,2
2717,10,930,1
2717,10,33698,2
2718,10,931,1
2718,10,33699,2
2719,10,932,1
2719,10,33700,2
2720,10,933,1
2720,10,33701,2
2720,31,1842,1
2720,31,34610,2
2721,10,934,1
2721,10,33702,2
2722,10,935,1
2722,10,33703,2
2722,31,936,1
2722,31,33704,2
2723,10,937,1
2723,10,33705,2
2724,10,938,1
2724,10,33706,2
2725,10,939,1
2725,10,33707,2
2726,10,940,1
2726,10,33708,2
2727,10,942,1
2727,10,33710,2
2728,10,943,1
2728,10,33711,2
2730,10,945,1
2730,10,33713,2
2731,10,946,1
2731,10,33714,2
2732,10,947,1
2732,10,33715,2
2733,10,948,1
2733,10,33716,2
2734,10,1760,1
2734,10,34528,2
2735,10,1921,1
2735,10,34689,2
2736,10,1964,1
2736,10,34732,2
273D,10,222,1
273D,10,32990,2
273F,10,159,1
273F,10,32927,2
273G,10,223,1
273G,10,32991,2
273G,21,1853,1
273G,21,34621,2
273J,10,389,1
273J,10,33157,2
273L,10,224,1
273L,10,32992,2
273N,10,390,1
273N,10,33158,2
273N,41,391,1
273N,41,33159,2
273R,10,226,1
273R,10,32994,2
273R,42,228,1
273R,42,32996,2
273R,51,229,1
273R,51,32997,2
273U,10,230,1
273U,10,32998,2
273V,10,231,1
273V,10,32999,2
273X,10,392,1
273X,10,33160,2
274P,10,232,1
274P,10,33000,2
2755,10,233,1
2755,10,33001,2
2755,42,236,1
2755,42,33004,2
2755,51,237,1
2755,51,33005,2
2756,10,238,1
2756,10,33006,2
2762,10,144,1
2762,10,32912,2
2764,10,240,1
2764,10,33008,2
2765,10,145,1
2765,10,32913,2
2766,10,405,1
2766,10,33173,2
2766,41,396,1
2766,41,33164,2
2767,10,241,1
2767,10,33009,2
2768,10,242,1
2768,10,33010,2
2769,10,397,1
2769,10,33165,2
2770,10,243,1
2770,10,33011,2
2772,10,398,1
2772,10,33166,2
2780,10,399,1
2780,10,33167,2
3001,10,1650,1
3001,10,34418,2
3002,10,1808,1
3002,10,34576,2
3003,10,1797,1
3003,10,34565,2
3004,10,1798,1
3004,10,34566,2
3006,10,1865,1
3006,10,34633,2
3063,10,253,1
3063,10,33021,2
3063,41,254,1
3063,41,33022,2
307C,10,2114,1
307C,10,34882,2
312T,10,255,1
312T,10,33023,2
312T,51,1479,1
312T,51,34247,2
3204,10,2110,1
3204,10,34878,2
3205,10,2111,1
3205,10,34879,2
3206,10,2112,1
3206,10,34880,2
3301,10,1618,1
3301,10,34386,2
3306,10,256,1
3306,10,33024,2
3310,10,146,1
3310,10,32914,2
331T,10,1561,1
331T,10,34329,2
3459,10,402,1
3459,10,33170,2
3459,21,403,1
3459,21,33171,2
3459,23,404,1
3459,23,33172,2
3459,24,1727,1
3459,24,34495,2
3462,10,247,1
3462,10,33015,2
3462,41,248,1
3462,41,33016,2
352A,10,164,1
352A,10,32932,2
354M,10,1619,1
354M,10,34387,2
3574,10,147,1
3574,10,32915,2
3574,25,148,1
3574,25,32916,2
3574,31,1474,1
3574,31,34242,2
3574,41,149,1
3574,41,32917,2
3686,10,166,1
3686,10,32934,2
3686,43,167,1
3686,43,32935,2
3749,10,258,1
3749,10,33026,2
374M,10,1965,1
374M,10,34733,2
374V,10,1647,1
374V,10,34415,2
3901,10,1469,1
3901,10,34237,2
3902,10,1470,1
3902,10,34238,2
3903,10,1471,1
3903,10,34239,2
390E,10,1882,1
390E,10,34650,2
393C,10,165,1
393C,10,32933,2
508L,10,117,1
508L,10,32885,2
696P,10,118,1
696P,10,32886,2
702N,10,1796,1
702N,10,34564,2
702P,10,120,1
702P,10,32888,2
702P,41,128,1
702P,41,32896,2
805L,10,124,1
805L,10,32892,2
908T,10,2116,1
908T,10,34884,2
930P,10,2115,1
930P,10,34883,2
2002,10,711,1
2002,10,33479,2
2100,10,713,1
2100,10,33481,2
2101,10,714,1
2101,10,33482,2
2101,41,715,1
2101,41,33483,2
2191,10,949,1
2191,10,33717,2
2290,10,718,1
2290,10,33486,2
2290,21,1881,1
2290,21,34649,2
2291,10,719,1
2291,10,33487,2
2296,10,952,1
2296,10,33720,2
3013,10,954,1
3013,10,33722,2
3019,10,957,1
3019,10,33725,2
3020,10,958,1
3020,10,33726,2
3020,31,1348,1
3020,31,34116,2
3023,10,960,1
3023,10,33728,2
3025,10,961,1
3025,10,33729,2
3026,10,962,1
3026,10,33730,2
3027,10,963,1
3027,10,33731,2
3029,10,966,1
3029,10,33734,2
3031,10,967,1
3031,10,33735,2
3032,10,720,1
3032,10,33488,2
3033,10,968,1
3033,10,33736,2
3033,41,1613,1
3033,41,34381,2
3046,10,971,1
3046,10,33739,2
3053,10,973,1
3053,10,33741,2
3054,10,975,1
3054,10,33743,2
3056,10,722,1
3056,10,33490,2
3059,10,979,1
3059,10,33747,2
3060,10,724,1
3060,10,33492,2
3064,10,980,1
3064,10,33748,2
3064,41,1933,1
3064,41,34701,2
3065,10,981,1
3065,10,33749,2
3066,10,983,1
3066,10,33751,2
3069,10,984,1
3069,10,33752,2
3070,10,728,1
3070,10,33496,2
309N,10,986,1
309N,10,33754,2
309T,10,730,1
309T,10,33498,2
309T,22,731,1
309T,22,33499,2
309T,23,732,1
309T,23,33500,2
3124,10,991,1
3124,10,33759,2
3129,10,992,1
3129,10,33760,2
312N,10,990,1
312N,10,33758,2
3134,10,993,1
3134,10,33761,2
3139,10,995,1
3139,10,33763,2
3139,31,1649,1
3139,31,34417,2
3160,10,125,1
3160,10,32893,2
3222,10,998,1
3222,10,33766,2
3303,10,737,1
3303,10,33505,2
3309,10,1558,1
3309,10,34326,2
3354,10,1000,1
3354,10,33768,2
3390,10,738,1
3390,10,33506,2
3391,10,740,1
3391,10,33508,2
3391,31,741,1
3391,31,33509,2
3391,32,1862,1
3391,32,34630,2
3406,10,742,1
3406,10,33510,2
3407,10,743,1
3407,10,33511,2
3409,10,745,1
3409,10,33513,2
3414,10,746,1
3414,10,33514,2
3414,21,1923,1
3414,21,34691,2
342A,10,1001,1
342A,10,33769,2
342C,10,1002,1
342C,10,33770,2
342M,10,747,1
342M,10,33515,2
342N,10,1003,1
342N,10,33771,2
3539,10,748,1
3539,10,33516,2
3539,21,749,1
3539,21,33517,2
3701,10,751,1
3701,10,33519,2
3703,10,1007,1
3703,10,33775,2
3707,10,1008,1
3707,10,33776,2
3712,10,1009,1
3712,10,33777,2
3712,41,1011,1
3712,41,33779,2
3718,10,1013,1
3718,10,33781,2
3720,10,755,1
3720,10,33523,2
3720,31,1740,1
3720,31,34508,2
3721,10,1019,1
3721,10,33787,2
3721,41,1693,1
3721,41,34461,2
3722,10,1020,1
3722,10,33788,2
3725,10,1022,1
3725,10,33790,2
3725,41,1531,1
3725,41,34299,2
3728,10,1025,1
3728,10,33793,2
3728,41,1988,1
3728,41,34756,2
3729,10,1026,1
3729,10,33794,2
372F,10,1015,1
372F,10,33783,2
372R,10,753,1
372R,10,33521,2
372U,10,1016,1
372U,10,33784,2
3731,10,1028,1
3731,10,33796,2
3732,10,1029,1
3732,10,33797,2
3734,10,1034,1
3734,10,33802,2
3735,10,1035,1
3735,10,33803,2
3735,21,1705,1
3735,21,34473,2
3735,41,1920,1
3735,41,34688,2
3736,10,1036,1
3736,10,33804,2
3737,10,1037,1
3737,10,33805,2
3737,21,1353,1
3737,21,34121,2
3737,31,1354,1
3737,31,34122,2
3737,41,1355,1
3737,41,34123,2
3738,10,1038,1
3738,10,33806,2
3738,21,1931,1
3738,21,34699,2
3739,10,1039,1
3739,10,33807,2
3739,31,1962,1
3739,31,34730,2
373L,10,1027,1
373L,10,33795,2
3741,10,1041,1
3741,10,33809,2
3742,10,1042,1
3742,10,33810,2
3743,10,1043,1
3743,10,33811,2
3745,10,1044,1
3745,10,33812,2
374T,10,756,1
374T,10,33524,2
3750,10,1046,1
3750,10,33814,2
3751,10,1047,1
3751,10,33815,2
3751,21,1048,1
3751,21,33816,2
3754,10,1049,1
3754,10,33817,2
3754,31,1532,1
3754,31,34300,2
3756,10,1050,1
3756,10,33818,2
3756,21,1961,1
3756,21,34729,2
3760,10,760,1
3760,10,33528,2
3760,42,1411,1
3760,42,34179,2
3761,10,1051,1
3761,10,33819,2
3762,10,1053,1
3762,10,33821,2
3763,10,1054,1
3763,10,33822,2
3764,10,761,1
3764,10,33529,2
3764,21,2025,1
3764,21,34793,2
3765,10,762,1
3765,10,33530,2
3766,10,1055,1
3766,10,33823,2
3768,10,1056,1
3768,10,33824,2
3773,10,1059,1
3773,10,33827,2
3774,10,1060,1
3774,10,33828,2
3775,10,763,1
3775,10,33531,2
3775,51,1412,1
3775,51,34180,2
3778,10,1062,1
3778,10,33830,2
3781,10,764,1
3781,10,33532,2
3785,10,1063,1
3785,10,33831,2
3786,10,1065,1
3786,10,33833,2
3787,10,1612,1
3787,10,34380,2
3789,10,1067,1
3789,10,33835,2
3790,10,1068,1
3790,10,33836,2
3791,10,1069,1
3791,10,33837,2
3793,10,1071,1
3793,10,33839,2
3795,10,1073,1
3795,10,33841,2
3796,10,1074,1
3796,10,33842,2
393H,10,765,1
393H,10,33533,2
4034,10,2150,1
4034,10,34918,2
4051,10,2144,1
4051,10,34912,2
4052,10,2145,1
4052,10,34913,2
4053,10,2146,1
4053,10,34914,2
4054,10,2147,1
4054,10,34915,2
4085,10,2156,1
4085,10,34924,2
408A,10,766,1
408A,10,33534,2
4092,10,1876,1
4092,10,34644,2
4112,10,767,1
4112,10,33535,2
4113,10,768,1
4113,10,33536,2
4120,10,1946,1
4120,10,34714,2
4208,10,1076,1
4208,10,33844,2
4301,10,1874,1
4301,10,34642,2
4339,10,2154,1
4339,10,34922,2
4339,51,2155,1
4339,51,34923,2
4401,10,2061,1
4401,10,34829,2
4723,10,2059,1
4723,10,34827,2
4724,10,2060,1
4724,10,34828,2
574T,10,1624,1
574T,10,34392,2
3021,10,276,1
3021,10,33044,2
3024,10,277,1
3024,10,33045,2
3098,10,1078,1
3098,10,33846,2
3098,31,1839,1
3098,31,34607,2
3099,10,1079,1
3099,10,33847,2
3112,10,1080,1
3112,10,33848,2
311C,10,309,1
311C,10,33077,2
3141,10,734,1
3141,10,33502,2
3141,51,735,1
3141,51,33503,2
314J,10,310,1
314J,10,33078,2
314V,10,311,1
314V,10,33079,2
3161,10,1084,1
3161,10,33852,2
3161,21,2151,1
3161,21,34919,2
319F,10,312,1
319F,10,33080,2
364A,10,1246,1
364A,10,34014,2
364A,21,2034,1
364A,21,34802,2
373M,10,281,1
373M,10,33049,2
373T,10,1091,1
373T,10,33859,2
3746,10,283,1
3746,10,33051,2
3746,31,2097,1
3746,31,34865,2
375N,10,314,1
375N,10,33082,2
375V,10,285,1
375V,10,33053,2
4025,10,1095,1
4025,10,33863,2
4027,10,1097,1
4027,10,33865,2
4028,10,1098,1
4028,10,33866,2
4029,10,1099,1
4029,10,33867,2
4030,10,1100,1
4030,10,33868,2
4031,10,1101,1
4031,10,33869,2
4032,10,1102,1
4032,10,33870,2
4033,10,1103,1
4033,10,33871,2
407M,10,318,1
407M,10,33086,2
4111,10,320,1
4111,10,33088,2
4114,10,321,1
4114,10,33089,2
4114,31,1534,1
4114,31,34302,2
4115,10,322,1
4115,10,33090,2
414P,10,1105,1
414P,10,33873,2
4221,10,325,1
4221,10,33093,2
4222,10,288,1
4222,10,33056,2
425E,10,1636,1
425E,10,34404,2
4284,10,289,1
4284,10,33057,2
4286,10,326,1
4286,10,33094,2
4288,10,290,1
4288,10,33058,2
4491,10,327,1
4491,10,33095,2
4706,10,299,1
4706,10,33067,2
4708,10,332,1
4708,10,33100,2
4709,10,333,1
4709,10,33101,2
4714,10,334,1
4714,10,33102,2
4716,10,1106,1
4716,10,33874,2
4717,10,335,1
4717,10,33103,2
4718,10,336,1
4718,10,33104,2
