47819,1112
12743,2211
47700,2231
12995,2232
9279,2233
47707,2234
42434,3501
41471,3633
43073,4721
43015,4732
42820,4751
43267,4752
47053,5109
8766,5112
9466,5114
8745,5207
11040,5208
12859,5211
13277,5213
41177,5215
11781,6112
11461,6113
37767,6211
37819,6231
38196,6301
36760,6411
41523,6412
13187,7202
13444,7212
13753,7213
38705,7612
39626,7711
38928,7712
36253,8332
43907,8621
12896,11001
30954,11002
47514,11003
12064,11004
11948,11005
12150,11006
11895,11007
12492,11008
12378,11009
12303,11010
34379,11041
11804,11042
12866,11043
14111,11044
11877,11045
32293,11046
11932,11047
12871,11048
12251,11049
12373,11050
12560,11051
12314,11053
11986,11057
11981,11058
11965,11059
12454,11060
12030,11061
12855,11062
12073,11063
11882,11064
12193,11065
12386,11066
11956,11067
12112,11068
11860,11069
12038,11070
12469,11071
11980,11072
12198,11073
11950,11074
12487,11075
12710,11076
12382,11077
12061,11078
11855,11079
12169,11080
12495,11081
12505,11082
12162,11083
11927,11084
47611,11085
12474,11086
11960,11087
12334,11088
12128,11089
12438,11090
12416,11091
12127,11092
12017,11093
12302,11094
12550,11095
12337,11096
12437,11097
12713,11098
11988,11099
12434,11100
12543,11101
12283,11102
12427,11103
12284,11104
12149,11105
11823,11106
12291,11107
11998,11108
11957,11109
11871,11110
12410,11111
32393,11112
12806,11113
10943,11114
11904,11115
12100,11116
11913,11117
12489,11118
12143,11119
12460,11120
11812,11121
12858,11122
11939,11123
12001,11124
12458,11125
12228,11126
11949,11127
11959,11128
12025,11129
12353,11130
12885,11131
12457,11132
12063,11133
12361,11134
12118,11135
12256,11136
12488,11137
11844,11138
47564,11139
12041,11140
12424,11141
12124,11142
12447,11143
11861,11144
12006,11145
30776,11146
12556,11147
12439,11148
12024,11149
11713,11150
12456,11151
11883,11152
32585,11153
12350,11154
12060,11155
12002,11156
12557,11157
12166,11158
12486,11159
12040,11160
10839,11161
12117,11162
12485,11163
12065,11164
12022,11165
12123,11166
12132,11167
30857,11168
12526,11169
12227,11170
12139,11171
11075,11172
12171,11173
11967,11174
12039,11175
12172,11176
34510,11177
12011,11178
12432,11179
12286,11180
12339,11181
12402,11182
12436,11183
12563,11184
11889,11185
12208,11186
8627,11187
11938,11188
12082,11189
12358,11190
12390,11191
12521,11192
12049,11193
32710,11194
12070,11195
11859,11196
12057,11197
12213,11198
12187,11199
12026,11200
47714,11201
11978,11202
12926,11203
11815,11204
11850,11205
12261,11206
12280,11207
12860,11208
12148,11209
12242,11210
10932,11211
11808,11212
11805,11213
11809,11214
11905,11215
12174,11216
12152,11217
12264,11218
11848,11219
12048,11220
13204,11221
12028,11222
12101,11223
12129,11224
12310,11225
12122,11226
12258,11227
12235,11228
11994,11229
12089,11230
11915,11231
12293,11232
11824,11233
12309,11234
9415,11235
12363,11236
12133,11237
12115,11238
47627,11239
12232,11240
12703,11241
12468,11242
47823,11243
11928,11244
12462,11245
47507,11246
12311,11247
12494,11248
12175,11249
12250,11250
12153,11251
47528,11252
47529,11253
47717,11254
47625,11255
12537,11256
11964,11257
47597,11258
11296,11259
12014,11260
11935,11261
12161,11262
12300,11263
12042,11264
46931,11265
11923,11266
47525,11267
47488,11268
12243,11269
47485,11270
12392,11271
11995,11272
47489,11273
11856,11274
12051,11275
32006,11276
11987,11277
12344,11278
12912,11279
12108,11280
47565,11281
12384,11282
14118,11283
34411,11284
12088,11285
12010,11286
47584,11287
47546,11288
47587,11289
12003,11290
33312,11293
47586,11294
12032,11295
12348,11296
12395,11297
47569,11298
12413,11299
12167,11300
12249,11301
12071,11302
11906,11303
12241,11304
11979,11305
27954,11306
12372,11307
12507,11308
12163,11309
12212,11310
12188,11311
13999,11312
12181,11313
12398,11314
12448,11315
12356,11316
47825,11317
11858,11318
11880,11319
12271,11320
30898,11321
27437,11322
34311,11323
32874,11324
32847,11325
47628,11326
47719,11327
33042,11328
47624,11329
34560,11330
34203,11331
47522,11332
12325,11333
30119,11334
32891,11335
12482,11336
12246,11337
12263,11338
33852,11339
34279,11340
12704,11341
12529,11342
12459,11343
12270,11344
12476,11345
11799,11346
13980,11347
11975,11348
11384,11349
11862,11350
12248,11351
11942,11352
47653,11353
12380,11354
12496,11355
11989,11356
13991,11357
12009,11358
14132,11359
11962,11360
11917,11361
12159,11362
11916,11363
14034,11364
12274,11365
12567,11366
12559,11367
14126,11368
11997,11369
12470,11370
13979,11371
47487,11372
11970,11373
11983,11374
12332,11375
11820,11376
12541,11377
12004,11378
12423,11379
12321,11380
12433,11381
12206,11382
12357,11383
12056,11384
12370,11385
12095,11386
11909,11387
12701,11388
20283,11389
47506,11390
47585,11391
47486,11392
12189,11393
14035,11394
12702,11395
12369,11396
12510,11397
12519,11398
11846,11399
12451,11400
12406,11401
12216,11402
11947,11403
12548,11404
12259,11405
12295,11406
11973,11407
12230,11408
12229,11409
12461,11410
12430,11416
11869,11417
34148,11418
12044,11419
12165,11420
12545,11421
12422,11422
12192,11423
12326,11424
12407,11425
12200,11426
12539,11427
12540,11428
12425,11429
12561,11430
12097,11431
10873,11432
33758,11433
11931,11434
11954,11435
12296,11436
12359,11437
11849,11438
11996,11439
12385,11440
12379,11441
12394,11442
12391,11443
12542,11444
12700,11445
11807,11446
12712,11447
11934,11448
12366,11449
11842,11450
11831,11451
12399,11452
12239,11453
12481,11454
30901,11455
9636,11456
12475,11457
12463,11458
11922,11459
12224,11460
11865,11461
12195,11462
12294,11463
12335,11464
13955,11465
12202,11466
12351,11467
11985,11468
11963,11469
12240,11470
47820,11471
12156,11472
8762,11473
11864,11474
11084,11475
12301,11476
12203,11477
12253,11478
11955,11481
11952,11482
12484,11483
11912,11484
12019,11485
12343,11486
11971,11487
12520,11488
11977,11489
12029,11490
12483,11491
47827,11492
47828,11493
47822,11494
47829,11495
12441,11496
12528,11497
12428,11498
12444,11499
12389,11500
12383,11501
12480,11502
11937,11503
11489,11504
14025,11505
11943,11506
12419,11507
12527,11508
11961,11509
12421,11510
12033,11511
12136,11512
11993,11513
11843,11514
11822,11515
12322,11516
12417,11517
12262,11518
11811,11519
12638,11520
12720,11521
12199,11522
12000,11523
8722,11524
12298,11526
11925,11527
12706,11528
12849,11529
47824,11530
12330,11531
12087,11532
11890,11533
12536,11534
12103,11535
12185,11536
12498,11537
12141,11538
12209,11539
11873,11540
12342,11541
12110,11542
12099,11543
12554,11544
12718,11545
12151,11546
11911,11547
11863,11548
11835,11549
12722,11550
9507,11551
11884,11552
11892,11553
12121,11554
11832,11555
12067,11556
30537,11557
12371,11558
11833,11559
12440,11560
11908,11561
11910,11562
11902,11563
12053,11564
12338,11565
30564,11566
13976,11567
47720,11568
12214,11569
12377,11570
13995,11571
13959,11572
12218,11573
12107,11574
12254,11575
12205,11576
12315,11577
11798,11578
12020,11579
12197,11580
11686,11581
12215,11582
11802,11583
12269,11584
12355,11585
12050,11586
12506,11587
12509,11588
12555,11589
11885,11590
12265,11591
12375,11592
12130,11593
12431,11594
11982,11595
12450,11596
12126,11597
12340,11598
12726,11599
12058,11600
12345,11601
11209,11602
12078,11603
12312,11604
12531,11605
47651,11606
12387,11607
12518,11608
11914,11609
12865,11610
14036,11611
11834,11612
12184,11613
12499,11614
12331,11615
12308,11616
12277,11617
12075,11618
12052,11619
11894,11620
11929,11621
11828,11622
12267,11623
12502,11624
47718,11625
12530,11649
12160,11654
12497,11655
12180,11656
13986,11657
12178,11658
11919,11659
12105,11660
12168,11661
12268,11662
11878,11663
12036,11664
12275,11665
12724,11666
12414,11667
47821,11668
11891,11669
12429,11670
12535,11671
11999,11672
12707,11673
12125,11674
11836,11675
14109,11676
12418,11677
11854,11678
11930,11679
33903,11680
12055,11681
11840,11682
12226,11683
12305,11684
12245,11685
11803,11686
33764,11687
12233,11688
12452,11689
12077,11690
11806,11691
11837,11692
12329,11693
12234,11694
14103,11695
12472,11696
11838,11697
32270,11698
12113,11699
12443,11700
12098,11701
12176,11702
12279,11703
12336,11704
12091,11705
12534,11706
12352,11707
11853,11708
12403,11709
11801,11710
11830,11711
12080,11712
12289,11713
12493,11714
12068,11715
12170,11716
12435,11717
11941,11718
29517,11719
12109,11720
12155,11721
14108,11722
11796,11723
12210,11724
12085,11725
11821,11726
14110,11727
12401,11728
12409,11729
11972,11730
34167,11731
11958,11732
12266,11733
12349,11734
12247,11735
11816,11736
12354,11737
12467,11738
11920,11740
12455,11741
12217,11742
11924,11743
12393,11744
11940,11745
12223,11746
12018,11747
47530,11748
12856,11749
11827,11750
12324,11751
12147,11752
11867,11753
47655,11754
12405,11755
12114,11757
12201,11758
12511,11761
12307,11762
12514,11763
12517,11764
11870,11766
47722,11767
12381,11768
12093,11769
11984,11770
11976,11771
